DATE,DAY,MONTH,YEAR,PRCP,SNOW,TMAX,TMIN
2000-01-01,1,1,2000,0,0,44,23
2000-01-02,2,1,2000,0,0,52,23
2000-01-03,3,1,2000,0.01,0,60,35
2000-01-04,4,1,2000,0.12,0,62,54
2000-01-05,5,1,2000,0.04,0,60,30
2000-01-06,6,1,2000,0,0,32,20
2000-01-07,7,1,2000,0,0,41,22
2000-01-08,8,1,2000,0,0,41,26
2000-01-09,9,1,2000,0,0,39,25
2000-01-10,10,1,2000,0,0,47,35
2000-01-11,11,1,2000,0.26,0,46,37
2000-01-12,12,1,2000,0.07,0.2,46,31
2000-01-13,13,1,2000,0.01,0,40,31
2000-01-14,14,1,2000,0.05,0.2,34,10
2000-01-15,15,1,2000,0,0,23,10
2000-01-16,16,1,2000,0,0,32,14
2000-01-17,17,1,2000,0,0,47,5
2000-01-18,18,1,2000,0,0,16,5
2000-01-19,19,1,2000,0.01,0.1,24,5
2000-01-20,20,1,2000,0.18,2,31,24
2000-01-21,21,1,2000,0.14,2.3,28,8
2000-01-22,22,1,2000,0.02,0.6,14,6
2000-01-23,23,1,2000,0.02,0.2,20,4
2000-01-24,24,1,2000,0,0,24,17
2000-01-25,25,1,2000,0,0,34,17
2000-01-26,26,1,2000,0.21,3.8,22,18
2000-01-27,27,1,2000,0,0,27,6
2000-01-28,28,1,2000,0.01,0.2,17,7
2000-01-29,29,1,2000,0,0,26,7
2000-01-30,30,1,2000,0,0.1,32,3
2000-01-31,31,1,2000,0.3,3.6,30,20
2000-02-01,1,2,2000,0,0.1,29,21
2000-02-02,2,2,2000,0,0,29,17
2000-02-03,3,2,2000,0,0,26,14
2000-02-04,4,2,2000,0.07,0.7,32,22
2000-02-05,5,2,2000,0.07,0.7,36,18
2000-02-06,6,2,2000,0,0,31,17
2000-02-07,7,2,2000,0,0,35,24
2000-02-08,8,2,2000,0,0,36,10
2000-02-09,9,2,2000,0,0,33,7
2000-02-10,10,2,2000,0,0,52,16
2000-02-11,11,2,2000,0.01,0,50,32
2000-02-12,12,2,2000,0,0,46,17
2000-02-13,13,2,2000,0,0,31,17
2000-02-14,14,2,2000,1.12,0.6,32,22
2000-02-15,15,2,2000,0.11,0,39,25
2000-02-16,16,2,2000,0.01,0,36,25
2000-02-17,17,2,2000,0,0,51,21
2000-02-18,18,2,2000,0.08,0.8,35,21
2000-02-19,19,2,2000,0.63,2,33,25
2000-02-20,20,2,2000,0,0,34,26
2000-02-21,21,2,2000,0,0,35,26
2000-02-22,22,2,2000,0,0,43,26
2000-02-23,23,2,2000,0,0,53,27
2000-02-24,24,2,2000,0,0,55,37
2000-02-25,25,2,2000,0.16,0,67,37
2000-02-26,26,2,2000,0,0,69,42
2000-02-27,27,2,2000,0,0,47,42
2000-02-28,28,2,2000,0.61,0,57,37
2000-02-29,29,2,2000,0,0,49,27
2000-03-01,1,3,2000,0,0,56,27
2000-03-02,2,3,2000,0.2,0,50,33
2000-03-03,3,3,2000,0,0,37,28
2000-03-04,4,3,2000,0,0,47,26
2000-03-05,5,3,2000,0,0,54,27
2000-03-06,6,3,2000,0,0,56,31
2000-03-07,7,3,2000,0,0,57,30
2000-03-08,8,3,2000,0,0,73,31
2000-03-09,9,3,2000,0,0,78,51
2000-03-10,10,3,2000,0.01,0,74,43
2000-03-11,11,3,2000,0,0,47,33
2000-03-12,12,3,2000,0.52,0,43,35
2000-03-13,13,3,2000,0,0,37,25
2000-03-14,14,3,2000,0,0,48,25
2000-03-15,15,3,2000,0,0,55,32
2000-03-16,16,3,2000,0,0,68,37
2000-03-17,17,3,2000,0.52,0,59,30
2000-03-18,18,3,2000,0,0,36,18
2000-03-19,19,3,2000,0,0,42,19
2000-03-20,20,3,2000,0,0,41,29
2000-03-21,21,3,2000,0.11,0,47,36
2000-03-22,22,3,2000,0.84,0,40,37
2000-03-23,23,3,2000,0,0,50,37
2000-03-24,24,3,2000,0,0,55,33
2000-03-25,25,3,2000,0,0,66,33
2000-03-26,26,3,2000,0,0,73,43
2000-03-27,27,3,2000,0,0,58,31
2000-03-28,28,3,2000,0.12,0,58,34
2000-03-29,29,3,2000,0,0,50,40
2000-03-30,30,3,2000,0,0,44,36
2000-03-31,31,3,2000,0,0,51,26
2000-04-01,1,4,2000,0,0,58,28
2000-04-02,2,4,2000,0,0,68,37
2000-04-03,3,4,2000,0.03,0,59,53
2000-04-04,4,4,2000,0.74,0,72,54
2000-04-05,5,4,2000,0.07,0,55,29
2000-04-06,6,4,2000,0.02,0,47,30
2000-04-07,7,4,2000,0,0,68,36
2000-04-08,8,4,2000,0,0,54,40
2000-04-09,9,4,2000,0.59,0.8,65,27
2000-04-10,10,4,2000,0,0,48,29
2000-04-11,11,4,2000,0,0,51,32
2000-04-12,12,4,2000,0.05,0,48,35
2000-04-13,13,4,2000,0,0,44,25
2000-04-14,14,4,2000,0,0,52,32
2000-04-15,15,4,2000,0,0,65,39
2000-04-16,16,4,2000,0,0,75,51
2000-04-17,17,4,2000,0.35,0,80,44
2000-04-18,18,4,2000,0.37,0,47,39
2000-04-19,19,4,2000,0.56,0,43,39
2000-04-20,20,4,2000,0,0,60,43
2000-04-21,21,4,2000,0.37,0,63,49
2000-04-22,22,4,2000,0.52,0,53,44
2000-04-23,23,4,2000,0.33,0,49,41
2000-04-24,24,4,2000,0,0,51,36
2000-04-25,25,4,2000,0,0,67,42
2000-04-26,26,4,2000,0,0,64,37
2000-04-27,27,4,2000,0,0,59,40
2000-04-28,28,4,2000,0.02,0,57,42
2000-04-29,29,4,2000,0,0,63,42
2000-04-30,30,4,2000,0,0,71,45
2000-06-01,1,6,2000,0,0,78,54
2000-06-02,2,6,2000,0,0,85,68
2000-06-03,3,6,2000,0.15,0,86,53
2000-06-04,4,6,2000,0,0,68,46
2000-06-05,5,6,2000,0.08,0,71,53
2000-06-06,6,6,2000,0.65,0,58,52
2000-06-07,7,6,2000,0.04,0,56,48
2000-06-08,8,6,2000,0,0,74,52
2000-06-09,9,6,2000,0,0,78,59
2000-06-10,10,6,2000,0,0,86,63
2000-06-11,11,6,2000,0,0,89,68
2000-06-12,12,6,2000,0.12,0,89,69
2000-06-13,13,6,2000,0.06,0,76,69
2000-06-14,14,6,2000,0.59,0,76,63
2000-06-15,15,6,2000,0.14,0,72,63
2000-06-16,16,6,2000,1.21,0,78,65
2000-06-17,17,6,2000,0.06,0,86,71
2000-06-18,18,6,2000,0.1,0,79,64
2000-06-19,19,6,2000,0.17,0,73,55
2000-06-20,20,6,2000,0,0,73,55
2000-06-21,21,6,2000,0,0,83,59
2000-06-22,22,6,2000,0.59,0,85,66
2000-06-23,23,6,2000,0,0,80,60
2000-06-24,24,6,2000,0,0,80,59
2000-06-25,25,6,2000,0,0,85,62
2000-06-26,26,6,2000,0,0,85,70
2000-06-27,27,6,2000,0.09,0,82,72
2000-06-28,28,6,2000,0.09,0,75,57
2000-06-29,29,6,2000,0,0,78,60
2000-06-30,30,6,2000,0.01,0,75,55
2000-07-01,1,7,2000,0,0,76,53
2000-07-02,2,7,2000,0,0,81,57
2000-07-03,3,7,2000,0,0,83,63
2000-07-04,4,7,2000,0.14,0,75,67
2000-07-05,5,7,2000,0.01,0,81,61
2000-07-06,6,7,2000,0,0,82,58
2000-07-07,7,7,2000,0.01,0,79,56
2000-07-08,8,7,2000,0,0,75,50
2000-07-09,9,7,2000,0,0,77,55
2000-07-10,10,7,2000,0.17,0,81,61
2000-07-11,11,7,2000,0,0,81,64
2000-07-12,12,7,2000,0,0,80,53
2000-07-13,13,7,2000,0,0,80,59
2000-07-14,14,7,2000,0.07,0,76,60
2000-07-15,15,7,2000,0,0,82,62
2000-07-16,16,7,2000,0.11,0,75,60
2000-07-17,17,7,2000,0.29,0,79,59
2000-07-18,18,7,2000,0,0,77,63
2000-07-19,19,7,2000,0,0,82,57
2000-07-20,20,7,2000,0.03,0,67,59
2000-07-21,21,7,2000,0,0,76,57
2000-07-22,22,7,2000,0.01,0,79,55
2000-07-23,23,7,2000,0,0,72,52
2000-07-24,24,7,2000,0,0,75,55
2000-07-25,25,7,2000,0,0,68,57
2000-07-26,26,7,2000,0,0,75,59
2000-07-27,27,7,2000,0,0,74,62
2000-07-28,28,7,2000,0,0,81,63
2000-07-29,29,7,2000,0.28,0,83,62
2000-07-30,30,7,2000,0.03,0,73,62
2000-07-31,31,7,2000,0.06,0,81,68
2000-08-01,1,8,2000,0,0,85,69
2000-08-02,2,8,2000,0.36,0,84,67
2000-08-03,3,8,2000,0.11,0,85,66
2000-08-04,4,8,2000,0.75,0,77,65
2000-08-05,5,8,2000,0.02,0,74,52
2000-08-06,6,8,2000,0.17,0,76,56
2000-08-07,7,8,2000,0.66,0,73,59
2000-08-08,8,8,2000,0,0,81,69
2000-08-09,9,8,2000,0,0,82,70
2000-08-10,10,8,2000,0,0,83,68
2000-08-11,11,8,2000,0,0,82,61
2000-08-12,12,8,2000,0.07,0,80,56
2000-08-13,13,8,2000,0.04,0,74,58
2000-08-14,14,8,2000,0,0,74,60
2000-08-15,15,8,2000,0,0,78,63
2000-08-16,16,8,2000,0,0,83,65
2000-08-17,17,8,2000,0,0,77,55
2000-08-18,18,8,2000,0.02,0,67,57
2000-08-19,19,8,2000,0.01,0,64,54
2000-08-20,20,8,2000,0,0,73,49
2000-08-21,21,8,2000,0,0,72,47
2000-08-22,22,8,2000,0,0,74,50
2000-08-23,23,8,2000,0,0,80,54
2000-08-24,24,8,2000,0.39,0,73,65
2000-08-25,25,8,2000,0,0,78,55
2000-08-26,26,8,2000,0,0,79,55
2000-08-27,27,8,2000,0,0,80,57
2000-08-28,28,8,2000,0.75,0,73,62
2000-08-29,29,8,2000,0.07,0,75,63
2000-08-30,30,8,2000,0.01,0,74,66
2000-08-31,31,8,2000,0,0,76,66
2000-09-01,1,9,2000,0,0,79,68
2000-09-02,2,9,2000,0.39,0,79,69
2000-09-03,3,9,2000,0.02,0,84,66
2000-09-04,4,9,2000,0,0,83,66
2000-09-05,5,9,2000,0,0,80,47
2000-09-06,6,9,2000,0,0,65,44
2000-09-07,7,9,2000,0,0,69,46
2000-09-08,8,9,2000,0,0,73,49
2000-09-09,9,9,2000,0,0,79,54
2000-09-10,10,9,2000,0,0,81,60
2000-09-11,11,9,2000,0.05,0,83,63
2000-09-12,12,9,2000,0.02,0,72,68
2000-09-13,13,9,2000,0.16,0,83,62
2000-09-14,14,9,2000,0,0,72,49
2000-09-15,15,9,2000,0.03,0,75,52
2000-09-16,16,9,2000,0.05,0,65,48
2000-09-17,17,9,2000,0.11,0,60,43
2000-09-18,18,9,2000,0,0,69,46
2000-09-19,19,9,2000,0,0,73,52
2000-09-20,20,9,2000,0.05,0,65,49
2000-09-21,21,9,2000,0.02,0,83,52
2000-09-22,22,9,2000,0,0,63,43
2000-09-23,23,9,2000,0,0,68,45
2000-09-24,24,9,2000,0.64,0,76,59
2000-09-25,25,9,2000,0.01,0,67,45
2000-09-26,26,9,2000,0.17,0,54,44
2000-09-27,27,9,2000,0.27,0,53,39
2000-09-28,28,9,2000,0,0,66,42
2000-09-29,29,9,2000,0,0,55,33
2000-09-30,30,9,2000,0,0,59,33
2000-10-01,1,10,2000,0,0,66,38
2000-10-02,2,10,2000,0,0,69,44
2000-10-03,3,10,2000,0,0,73,47
2000-10-04,4,10,2000,0,0,77,52
2000-10-05,5,10,2000,0.26,0,78,53
2000-10-06,6,10,2000,0.97,0,62,53
2000-10-07,7,10,2000,0,0,63,43
2000-10-08,8,10,2000,0,0,48,35
2000-10-09,9,10,2000,0,0,47,33
2000-10-10,10,10,2000,0.06,0,43,34
2000-10-11,11,10,2000,0.08,0,53,38
2000-10-12,12,10,2000,0,0,65,38
2000-10-13,13,10,2000,0,0,69,40
2000-10-14,14,10,2000,0,0,73,44
2000-10-15,15,10,2000,0,0,76,47
2000-10-16,16,10,2000,0,0,69,54
2000-10-17,17,10,2000,0.02,0,70,54
2000-10-18,18,10,2000,1.33,0,59,53
2000-10-19,19,10,2000,0,0,64,45
2000-10-20,20,10,2000,0,0,63,39
2000-10-21,21,10,2000,0,0,70,40
2000-10-22,22,10,2000,0,0,75,45
2000-10-23,23,10,2000,0,0,62,32
2000-10-24,24,10,2000,0,0,63,33
2000-10-25,25,10,2000,0.05,0,55,48
2000-10-26,26,10,2000,0,0,69,52
2000-10-27,27,10,2000,0,0,70,50
2000-10-28,28,10,2000,0.01,0,75,51
2000-10-29,29,10,2000,0,0,54,29
2000-10-30,30,10,2000,0,0,53,33
2000-10-31,31,10,2000,0,0,59,30
2000-11-01,1,11,2000,0,0,55,29
2000-11-02,2,11,2000,0,0,59,30
2000-11-03,3,11,2000,0,0,64,32
2000-11-04,4,11,2000,0,0,65,42
2000-11-05,5,11,2000,0,0,55,41
2000-11-06,6,11,2000,0,0,51,25
2000-11-07,7,11,2000,0,0,52,26
2000-11-08,8,11,2000,0,0,58,35
2000-11-09,9,11,2000,0.07,0,66,46
2000-11-10,10,11,2000,0.85,0,60,49
2000-11-11,11,11,2000,0.04,0,50,44
2000-11-12,12,11,2000,0,0,47,39
2000-11-13,13,11,2000,0,0,43,39
2000-11-14,14,11,2000,0.01,0,47,40
2000-11-15,15,11,2000,0,0,45,32
2000-11-16,16,11,2000,0,0,37,24
2000-11-17,17,11,2000,0,0,45,25
2000-11-18,18,11,2000,0,0,39,31
2000-11-19,19,11,2000,0,0,35,21
2000-11-20,20,11,2000,0,0,37,24
2000-11-21,21,11,2000,0,0,36,25
2000-11-22,22,11,2000,0.03,0.5,28,18
2000-11-23,23,11,2000,0.01,0.2,27,18
2000-11-24,24,11,2000,0,0,29,18
2000-11-25,25,11,2000,0,0,37,25
2000-11-26,26,11,2000,0.57,0,43,27
2000-11-27,27,11,2000,0.13,0,46,40
2000-11-28,28,11,2000,0,0,43,39
2000-11-29,29,11,2000,0,0,43,34
2000-11-30,30,11,2000,0.15,0,44,33
2000-12-01,1,12,2000,0,0,38,32
2000-12-02,2,12,2000,0,0,38,20
2000-12-03,3,12,2000,0,0,31,11
2000-12-04,4,12,2000,0,0,32,11
2000-12-05,5,12,2000,0,0,40,12
2000-12-06,6,12,2000,0,0,35,18
2000-12-07,7,12,2000,0,0,25,18
2000-12-08,8,12,2000,0.11,0.8,27,22
2000-12-09,9,12,2000,0.03,0.2,34,21
2000-12-10,10,12,2000,0,0,31,18
2000-12-11,11,12,2000,0,0,34,26
2000-12-12,12,12,2000,0.13,0,42,29
2000-12-13,13,12,2000,0,0,31,13
2000-12-14,14,12,2000,0.75,1.4,29,13
2000-12-15,15,12,2000,0.01,0,37,29
2000-12-16,16,12,2000,0,0,34,26
2000-12-17,17,12,2000,0.84,0,50,31
2000-12-18,18,12,2000,0.01,0,49,15
2000-12-19,19,12,2000,0.03,0.4,23,15
2000-12-20,20,12,2000,0.32,4.5,24,10
2000-12-21,21,12,2000,0,0,22,9
2000-12-22,22,12,2000,0.01,0.1,26,12
2000-12-23,23,12,2000,0,0,22,3
2000-12-24,24,12,2000,0,0,20,4
2000-12-25,25,12,2000,0,0,30,12
2000-12-26,26,12,2000,0,0,18,10
2000-12-27,27,12,2000,0,0,21,11
2000-12-28,28,12,2000,0.01,0.3,24,11
2000-12-29,29,12,2000,0,0,19,7
2000-12-30,30,12,2000,0,0,19,7
2000-12-31,31,12,2000,0.01,0.2,26,16
2001-01-01,1,1,2001,0,0,26,20
2001-01-02,2,1,2001,0,0,28,14
2001-01-03,3,1,2001,0,0,25,13
2001-01-04,4,1,2001,0,0,27,16
2001-01-05,5,1,2001,0.03,0.4,29,17
2001-01-06,6,1,2001,0.13,1.4,34,22
2001-01-07,7,1,2001,0,0,31,20
2001-01-08,8,1,2001,0,0,39,25
2001-01-09,9,1,2001,0.01,0,35,13
2001-01-10,10,1,2001,0,0,23,12
2001-01-11,11,1,2001,0,0,36,21
2001-01-12,12,1,2001,0,0,44,23
2001-01-13,13,1,2001,0,0,35,17
2001-01-14,14,1,2001,0,0,42,18
2001-01-15,15,1,2001,0,0,36,24
2001-01-16,16,1,2001,0.03,0,38,32
2001-01-17,17,1,2001,0,0,36,31
2001-01-18,18,1,2001,0,0,34,30
2001-01-19,19,1,2001,0.26,0.2,33,30
2001-01-20,20,1,2001,0.07,0.2,35,29
2001-01-21,21,1,2001,0.39,4.9,31,16
2001-01-22,22,1,2001,0,0,25,14
2001-01-23,23,1,2001,0,0,27,6
2001-01-24,24,1,2001,0,0,38,8
2001-01-25,25,1,2001,0,0,41,26
2001-01-26,26,1,2001,0,0,31,15
2001-01-27,27,1,2001,0,0,32,16
2001-01-28,28,1,2001,0,0,35,21
2001-01-29,29,1,2001,0,0,32,12
2001-01-30,30,1,2001,0.18,0,35,14
2001-01-31,31,1,2001,0.23,0,47,31
2001-02-01,1,2,2001,0,0,41,34
2001-02-02,2,2,2001,0,0,37,32
2001-02-03,3,2,2001,0,0,37,15
2001-02-04,4,2,2001,0,0,29,15
2001-02-05,5,2,2001,0,0,38,27
2001-02-06,6,2,2001,0,0,41,30
2001-02-07,7,2,2001,0.04,0,41,32
2001-02-08,8,2,2001,0,0,40,25
2001-02-09,9,2,2001,0.03,0,45,29
2001-02-10,10,2,2001,0.02,0,59,31
2001-02-11,11,2,2001,0,0,35,17
2001-02-12,12,2,2001,0,0,30,17
2001-02-13,13,2,2001,0,0,39,18
2001-02-14,14,2,2001,0,0,48,34
2001-02-15,15,2,2001,0.23,0,51,36
2001-02-16,16,2,2001,0,0,45,34
2001-02-17,17,2,2001,0.13,0,40,27
2001-02-18,18,2,2001,0,0,29,15
2001-02-19,19,2,2001,0,0,29,17
2001-02-20,20,2,2001,0,0,47,18
2001-02-21,21,2,2001,0,0,52,28
2001-02-22,22,2,2001,0,0,30,12
2001-02-23,23,2,2001,0.23,3.5,23,13
2001-02-24,24,2,2001,0,0,35,17
2001-02-25,25,2,2001,0.06,0,37,20
2001-02-26,26,2,2001,0,0,54,33
2001-02-27,27,2,2001,0,0,41,24
2001-02-28,28,2,2001,0,0,44,23
2001-03-01,1,3,2001,0,0,34,21
2001-03-02,2,3,2001,0,0,37,22
2001-03-03,3,3,2001,0,0,42,33
2001-03-04,4,3,2001,0,0,43,30
2001-03-05,5,3,2001,1.05,9.5,35,26
2001-03-06,6,3,2001,0.03,0.4,28,15
2001-03-07,7,3,2001,0.04,0.4,33,17
2001-03-08,8,3,2001,0,0,44,28
2001-03-09,9,3,2001,0.23,1.2,42,24
2001-03-10,10,3,2001,0,0,36,24
2001-03-11,11,3,2001,0,0,37,20
2001-03-12,12,3,2001,0,0,45,17
2001-03-13,13,3,2001,0.52,0,47,19
2001-03-14,14,3,2001,0.13,0,50,33
2001-03-15,15,3,2001,0,0,46,27
2001-03-16,16,3,2001,0,0,46,31
2001-03-17,17,3,2001,0.28,0.2,39,31
2001-03-18,18,3,2001,0.03,0,42,26
2001-03-19,19,3,2001,0,0,45,23
2001-03-20,20,3,2001,0,0,50,23
2001-03-21,21,3,2001,0.04,0,51,26
2001-03-22,22,3,2001,1.1,0.9,36,34
2001-03-23,23,3,2001,0,0,42,32
2001-03-24,24,3,2001,0,0,50,31
2001-03-25,25,3,2001,0,0,45,23
2001-03-26,26,3,2001,0.01,0.3,35,19
2001-03-27,27,3,2001,0,0,30,15
2001-03-28,28,3,2001,0,0,35,18
2001-03-29,29,3,2001,0,0,47,24
2001-03-30,30,3,2001,0.75,0,44,33
2001-03-31,31,3,2001,0,0,43,33
2001-04-01,1,4,2001,0,0,47,33
2001-04-02,2,4,2001,0.01,0,47,35
2001-04-03,3,4,2001,0,0,45,29
2001-04-04,4,4,2001,0.26,0,48,25
2001-04-05,5,4,2001,0,0,55,26
2001-04-06,6,4,2001,0.25,0,63,32
2001-04-07,7,4,2001,0.23,0,66,44
2001-04-08,8,4,2001,0.08,0,56,44
2001-04-09,9,4,2001,0,0,66,45
2001-04-10,10,4,2001,0.11,0,81,44
2001-04-11,11,4,2001,0,0,57,43
2001-04-12,12,4,2001,0.19,0,53,48
2001-04-13,13,4,2001,0,0,71,49
2001-04-14,14,4,2001,0,0,67,35
2001-04-15,15,4,2001,0,0,67,42
2001-04-16,16,4,2001,1.17,0,62,40
2001-04-17,17,4,2001,0.08,0,50,32
2001-04-18,18,4,2001,0,0,38,30
2001-04-19,19,4,2001,0,0,43,26
2001-04-20,20,4,2001,0,0,55,30
2001-04-21,21,4,2001,0.23,0,55,36
2001-04-22,22,4,2001,0.05,0,67,46
2001-04-23,23,4,2001,0,0,78,55
2001-04-24,24,4,2001,0,0,86,58
2001-04-25,25,4,2001,0,0,72,38
2001-04-26,26,4,2001,0,0,56,33
2001-04-27,27,4,2001,0,0,66,37
2001-04-28,28,4,2001,0,0,72,41
2001-04-29,29,4,2001,0,0,62,30
2001-04-30,30,4,2001,0,0,66,38
2001-05-01,1,5,2001,0,0,79,45
2001-05-02,2,5,2001,0,0,84,53
2001-05-03,3,5,2001,0,0,85,57
2001-05-04,4,5,2001,0,0,89,57
2001-05-05,5,5,2001,0,0,87,56
2001-05-06,6,5,2001,0,0,71,46
2001-05-07,7,5,2001,0,0,69,45
2001-05-08,8,5,2001,0,0,69,47
2001-05-09,9,5,2001,0.08,0,70,52
2001-05-10,10,5,2001,0,0,74,49
2001-05-11,11,5,2001,0,0,79,52
2001-05-12,12,5,2001,0.01,0,83,56
2001-05-13,13,5,2001,0.07,0,66,44
2001-05-14,14,5,2001,0,0,66,38
2001-05-15,15,5,2001,0.04,0,63,36
2001-05-16,16,5,2001,0,0,70,39
2001-05-17,17,5,2001,0,0,74,46
2001-05-18,18,5,2001,0,0,56,51
2001-05-19,19,5,2001,0.01,0,69,52
2001-05-20,20,5,2001,0,0,78,50
2001-05-21,21,5,2001,0.16,0,70,53
2001-05-22,22,5,2001,0.08,0,57,52
2001-05-23,23,5,2001,0.41,0,72,48
2001-05-24,24,5,2001,0,0,72,47
2001-05-25,25,5,2001,0,0,77,52
2001-05-26,26,5,2001,0.16,0,63,54
2001-05-27,27,5,2001,0.04,0,67,47
2001-05-28,28,5,2001,0.32,0,66,47
2001-05-29,29,5,2001,0,0,63,50
2001-05-30,30,5,2001,0,0,70,44
2001-05-31,31,5,2001,0,0,63,38
2001-06-01,1,6,2001,0,0,68,43
2001-06-02,2,6,2001,0.79,0,58,53
2001-06-03,3,6,2001,0.37,0,70,53
2001-06-04,4,6,2001,0,0,61,51
2001-06-05,5,6,2001,0,0,70,51
2001-06-06,6,6,2001,0,0,75,54
2001-06-07,7,6,2001,0.01,0,67,58
2001-06-08,8,6,2001,0,0,75,53
2001-06-09,9,6,2001,0,0,77,50
2001-06-10,10,6,2001,0,0,78,52
2001-06-11,11,6,2001,0,0,79,56
2001-06-12,12,6,2001,0,0,79,58
2001-06-13,13,6,2001,0.56,0,84,62
2001-06-14,14,6,2001,0,0,86,64
2001-06-15,15,6,2001,0,0,88,67
2001-06-16,16,6,2001,0,0,81,70
2001-06-17,17,6,2001,2.12,0,82,57
2001-06-18,18,6,2001,0,0,82,61
2001-06-19,19,6,2001,0,0,83,62
2001-06-20,20,6,2001,0,0,89,66
2001-06-21,21,6,2001,0.2,0,87,65
2001-06-22,22,6,2001,0.14,0,78,65
2001-06-23,23,6,2001,0.58,0,76,65
2001-06-24,24,6,2001,0.25,0,67,52
2001-06-25,25,6,2001,0,0,75,55
2001-06-26,26,6,2001,0,0,80,58
2001-06-27,27,6,2001,0,0,85,62
2001-06-28,28,6,2001,0,0,87,65
2001-06-29,29,6,2001,0,0,86,67
2001-06-30,30,6,2001,0,0,88,69
2001-07-01,1,7,2001,0.23,0,84,67
2001-07-02,2,7,2001,0.4,0,82,47
2001-07-03,3,7,2001,0,0,70,48
2001-07-04,4,7,2001,0.16,0,75,53
2001-07-05,5,7,2001,0.08,0,80,61
2001-07-06,6,7,2001,0.33,0,79,49
2001-07-07,7,7,2001,0,0,73,52
2001-07-08,8,7,2001,0.09,0,81,55
2001-07-09,9,7,2001,0,0,81,60
2001-07-10,10,7,2001,0,0,87,64
2001-07-11,11,7,2001,0.15,0,83,64
2001-07-12,12,7,2001,0,0,75,55
2001-07-13,13,7,2001,0,0,75,51
2001-07-14,14,7,2001,0,0,75,55
2001-07-15,15,7,2001,0,0,77,53
2001-07-16,16,7,2001,0,0,81,61
2001-07-17,17,7,2001,0.16,0,80,62
2001-07-18,18,7,2001,0.01,0,83,64
2001-07-19,19,7,2001,0,0,81,65
2001-07-20,20,7,2001,0,0,83,62
2001-07-21,21,7,2001,0,0,83,60
2001-07-22,22,7,2001,0,0,84,61
2001-07-23,23,7,2001,0,0,85,62
2001-07-24,24,7,2001,0,0,91,68
2001-07-25,25,7,2001,0,0,93,71
2001-07-26,26,7,2001,0.7,0,85,63
2001-07-27,27,7,2001,0.01,0,72,51
2001-07-28,28,7,2001,0,0,75,53
2001-07-29,29,7,2001,0,0,80,57
2001-07-30,30,7,2001,0.03,0,66,61
2001-07-31,31,7,2001,0.05,0,71,58
2001-08-01,1,8,2001,0,0,81,60
2001-08-02,2,8,2001,0,0,85,63
2001-08-03,3,8,2001,0,0,88,65
2001-08-04,4,8,2001,0.03,0,78,66
2001-08-05,5,8,2001,0.08,0,85,64
2001-08-06,6,8,2001,0,0,85,65
2001-08-07,7,8,2001,0,0,90,67
2001-08-08,8,8,2001,0,0,93,70
2001-08-09,9,8,2001,0,0,95,74
2001-08-10,10,8,2001,0,0,94,74
2001-08-11,11,8,2001,0.87,0,84,70
2001-08-12,12,8,2001,0,0,76,68
2001-08-13,13,8,2001,0.01,0,77,68
2001-08-14,14,8,2001,0,0,85,62
2001-08-15,15,8,2001,0,0,82,55
2001-08-16,16,8,2001,0,0,84,58
2001-08-17,17,8,2001,0.34,0,87,68
2001-08-18,18,8,2001,0,0,78,62
2001-08-19,19,8,2001,0,0,80,61
2001-08-20,20,8,2001,2.28,0,83,61
2001-08-21,21,8,2001,0.02,0,75,61
2001-08-22,22,8,2001,0.02,0,76,57
2001-08-23,23,8,2001,0,0,79,59
2001-08-24,24,8,2001,0.06,0,70,61
2001-08-25,25,8,2001,0,0,79,54
2001-08-26,26,8,2001,0,0,82,55
2001-08-27,27,8,2001,0.15,0,81,66
2001-08-28,28,8,2001,0,0,80,61
2001-08-29,29,8,2001,0.03,0,81,57
2001-08-30,30,8,2001,0,0,77,58
2001-08-31,31,8,2001,0,0,82,59
2001-09-01,1,9,2001,0.37,0,81,60
2001-09-02,2,9,2001,0,0,71,49
2001-09-03,3,9,2001,0,0,72,50
2001-09-04,4,9,2001,0,0,80,53
2001-09-05,5,9,2001,0.01,0,78,54
2001-09-06,6,9,2001,0,0,73,50
2001-09-07,7,9,2001,0,0,78,52
2001-09-08,8,9,2001,0,0,84,56
2001-09-09,9,9,2001,0,0,84,63
2001-09-10,10,9,2001,0,0,84,65
2001-09-11,11,9,2001,0.12,0,75,54
2001-09-12,12,9,2001,0,0,75,51
2001-09-13,13,9,2001,0,0,76,53
2001-09-14,14,9,2001,0.3,0,80,51
2001-09-15,15,9,2001,0,0,62,42
2001-09-16,16,9,2001,0,0,62,41
2001-09-17,17,9,2001,0,0,67,42
2001-09-18,18,9,2001,0,0,74,46
2001-09-19,19,9,2001,0,0,75,54
2001-09-20,20,9,2001,0.09,0,75,56
2001-09-21,21,9,2001,0.84,0,68,51
2001-09-22,22,9,2001,0,0,74,52
2001-09-23,23,9,2001,0,0,71,50
2001-09-24,24,9,2001,0,0,72,50
2001-09-25,25,9,2001,1.32,0,67,52
2001-09-26,26,9,2001,0,0,57,45
2001-09-27,27,9,2001,0,0,58,48
2001-09-28,28,9,2001,0,0,56,44
2001-09-29,29,9,2001,0.06,0,58,48
2001-09-30,30,9,2001,0,0,62,41
2001-10-01,1,10,2001,0,0,61,40
2001-10-02,2,10,2001,0,0,70,41
2001-10-03,3,10,2001,0,0,73,54
